"id","order","enabled","label","value","note","highlight","asset_src","asset_alt","href","href_label","icon","dynamic_source","username"
"duolingo-streak","1","true","Duolingo streak","1,744","~4.77 years","gold","","","https://invite.duolingo.com/profile-share/ChristopherHmm?via=share_profile_qr","Duolingo profile","flame","duolingo","ChristopherHmm"
